RESOLVE,Conf,Type,SFR,mu-delta,NNdist-kd,NNdist-proj,F16,21cm,Simbad,NED,ra,dec
rs0834,0,0,0.33285388,8.43743229,1.54309014,0.94261003,0,2,Simbad,NED,186.56,0.2673
rs0835,0,0,0.01600075,9.6316309,0.57902984,0.51640999,0,2,Simbad,NED,186.5822,1.7244
rs1340,,,0.10120365,7.91311884,1.77336908,0.63861001,0,1,Simbad,NED,186.9818,1.1163
rs0836,0,0,0.2992734,8.1828661,0.13891277,0.13854,0,2,Simbad,NED,187.1131,0.1425
rs0837,,,0.01992516,7.62238169,0.13891277,0.14007001,0,1,Simbad,NED,187.1187,0.0604
rs0838,0,0,0.10874087,8.19725227,0.85837778,0.38361999,0,2,Simbad,NED,187.2789,0.5812
rs0839,0,0,1.16409445,8.16573811,0.85837778,0.61549002,0,2,Simbad,NED,187.34,1.0572
rs0840,0,0,0.07454557,8.82851791,0.68685197,0.42986,0,1,Simbad,NED,187.421,0.2535
rs0841,,,0.01110434,7.8432169,0.33970006,0.36757001,0,1,Simbad,NED,187.5028,0.6054
rs0842,,,0.53361475,8.04979801,0.3731272,0.25279,0,2,Simbad,NED,187.5505,3.5774
rs0843,0,0,0.05109904,8.28603172,0.19223337,0.19394,0,2,Simbad,NED,187.653,0.8463
rs0844,0,0,0.00868659,8.79345894,0.51093642,0.28143001,0,2,Simbad,NED,187.6575,0.344
rs1341,0,0,0.02146017,9.3225975,0.08347399,0.086604,0,2,Simbad,NED,187.6979,0.6358
rs0845,0,0,0.01688791,8.17555523,0.19223337,0.17036,0,2,Simbad,NED,187.7058,0.7451
rs0846,0,0,0.02920451,8.25965405,0.05958343,0.05941,0,2,Simbad,NED,187.7167,0.5273
rs0847,0,0,0.33955351,9.36610222,0.3731272,0.25161001,0,2,Simbad,NED,187.7294,3.4921
rs0848,,,0.00308922,8.91685772,0.08347399,0.080578,0,2,Simbad,NED,187.7438,0.6514
rs0849,0,0,0.01625463,9.39394093,0.05958343,0.060956,0,2,Simbad,NED,187.748,0.5421
rs0850,0,0,0.21288106,8.04122162,2.59096167,0.24939001,0,2,Simbad,NED,187.7808,0.4632
rs0851,4,2,0.39189249,8.72406578,0.02307114,0.022096,0,2,Simbad,NED,187.7849,0.614
rs0852,4,2,0.02936399,9.47496223,0.02307114,-999.0,0,2,Simbad,NED,187.7959,0.6063
rs0853,0,0,0.04724451,7.56375885,0.49151063,0.48791999,0,2,Simbad,NED,187.8358,3.1248
rs0854,0,0,0.02781123,8.3291893,0.63593062,0.36159,0,2,Simbad,NED,187.8401,0.2398
rs0855,0,0,0.00778418,8.46037006,0.22384202,0.074856,0,2,Simbad,NED,187.8417,0.6099
rs0856,,,0.06637695,7.02049541,1.04767034,0.30851001,0,2,Simbad,NED,187.8553,4.0201
rs0857,,,0.08511959,7.50661469,0.50296843,0.40989,0,1,Simbad,NED,187.8746,3.1327
rs0858,,,0.02263949,8.03227139,0.08029397,0.080246,0,2,Simbad,NED,187.9028,1.3484
rs1342,,,2.71657419,8.06786346,0.08498521,0.085128,0,2,Simbad,NED,187.9194,3.927
rs0859,0,0,0.00749605,9.24925327,1.01079575,0.49787,0,2,Simbad,NED,187.9218,0.9592
rs0860,0,0,0.02531218,8.6606636,0.08029397,0.080385,0,2,Simbad,NED,187.9223,1.306
rs0861,0,0,0.00410096,8.89901924,0.09696329,0.098082,0,2,Simbad,NED,187.9375,0.5119
rs0862,0,0,0.00537627,9.01779556,0.09696329,0.097635,0,2,Simbad,NED,187.9398,0.4526
rs0863,,,0.13035314,7.6741004,0.08498521,0.085861,0,2,Simbad,NED,187.9871,3.8891
rs0864,,,0.04334211,6.97592735,1.04767034,0.30509999,0,2,Simbad,NED,188.0196,4.1271
rs0865,0,0,0.01889172,8.29827785,1.03965678,0.28505,0,1,Simbad,NED,188.1069,0.4571
rs0866,0,0,0.4224413,8.05413342,2.5159228,0.14948,0,2,Simbad,NED,188.2073,3.3
rs0867,,,0.0591333,7.91878414,0.50296843,0.13533001,0,1,Simbad,NED,188.3108,3.233
rs0868,,,0.54768968,9.08277988,1.0951714,0.35758999,0,2,Simbad,NED,188.6702,3.3238
rs0869,0,0,0.13379699,9.43690681,1.0195408,0.55697,0,2,Simbad,NED,188.6873,0.3666
rs0870,,,0.1402795,8.44374466,1.0951714,0.35224,0,1,Simbad,NED,188.695,3.0102
rs1343,,,0.05101473,7.91525364,1.75049814,0.97530001,0,1,Simbad,NED,188.7165,1.8832
rs0871,0,0,0.24787806,8.25010967,1.0195408,0.56383997,0,2,Simbad,NED,188.759,0.0377
rs0872,,,0.09279369,7.49815798,2.65169634,2.40549994,0,2,Simbad,NED,189.3799,3.3843
rs0873,,,0.93313318,8.5398016,1.70699809,0.99913001,0,2,Simbad,NED,189.3895,4.3678
rs0874,,,0.00448043,8.27998829,0.50393134,0.49748001,0,1,Simbad,NED,189.3966,0.4769
rs0875,,,0.0127319,9.13008785,0.65507226,0.26245999,0,2,Simbad,NED,189.4019,1.5889
rs0876,,,0.02530106,8.66532612,0.65507226,0.36377999,0,1,Simbad,NED,189.5121,2.0597
rs0877,,,0.01292115,9.76942635,0.09712584,0.095895,0,2,Simbad,NED,189.5921,1.6792
rs0879,,,0.04989487,10.02824497,0.04020218,0.040429,0,2,Simbad,NED,189.6198,1.7544
rs0880,0,0,0.31495512,7.87706184,1.4817866,0.35806999,0,2,Simbad,NED,189.6497,1.4024
rs0881,,,0.00522302,8.64974308,0.42786678,0.41415,0,1,Simbad,NED,189.6532,0.6244
rs0882,,,0.03979062,9.04055214,0.09017336,0.089115,0,2,Simbad,NED,189.6935,0.3226
rs0883,,,0.01653813,9.63186359,0.09017336,0.088782,0,2,Simbad,NED,189.7005,0.2701
rs0884,,,0.24085753,9.93107033,0.12723841,0.12769,0,2,Simbad,NED,189.7545,0.3657
rs0885,,,0.00452295,8.70658398,2.69992855,0.096393,0,1,Simbad,NED,189.7592,0.257
rs0886,,,0.00826186,8.72294807,0.12586544,0.12936001,0,2,Simbad,NED,189.7733,0.2829
rs0887,0,0,1.27088022,8.08397007,1.26968649,0.28485,0,2,Simbad,NED,189.7973,0.7179
rs0888,,,0.02034979,7.51884317,0.97436981,0.10131,0,1,Simbad,NED,189.8141,0.2919
rs0889,,,0.08833645,9.14271259,0.22088826,0.22498,0,2,Simbad,NED,189.8434,0.4603
rs0890,,,0.00928267,8.36061478,0.97436981,0.42963001,0,1,Simbad,NED,189.9232,0.5442
rs0891,0,0,0.10610351,9.15996933,0.79532405,0.26778001,0,2,Simbad,NED,189.9406,0.8982
rs0892,,,0.02285718,9.34193993,1.34903847,0.41644001,0,2,Simbad,NED,189.9687,0.1254
rs0893,,,0.09043521,8.15669727,0.61320171,0.46366,0,1,Simbad,NED,190.084,1.2733
rs0894,,,0.01482323,7.89286089,1.45999175,1.01800001,0,1,Simbad,NED,190.1552,4.3446
rs0895,,,0.02697125,7.71252155,0.61320171,0.30059001,0,1,Simbad,NED,190.1815,0.7979
rs0896,,,0.04042029,9.47688103,0.04448199,0.043675,0,2,Simbad,NED,190.2234,1.0084
rs0897,,,0.03709168,8.82779884,0.04448199,0.043952,0,2,Simbad,NED,190.239,0.9872
rs0898,,,0.00208112,7.59544659,1.99138854,1.87950003,0,1,Simbad,NED,190.2787,3.6106
rs0899,,,0.13272685,7.8942585,0.17425079,0.17569,0,2,Simbad,NED,190.2841,3.7558
rs0900,,,0.08579628,8.42218685,0.17425079,0.17313001,0,1,Simbad,NED,190.3094,3.6575
rs0901,,,0.04935751,7.62400723,0.94380607,0.66158003,0,1,Simbad,NED,190.3398,0.221
rs0903,,,0.62863368,8.1815958,1.3747162,0.55084997,0,2,Simbad,NED,190.6696,1.3459
rs0904,,,0.02055951,7.48029661,2.52041771,0.24354,0,1,Simbad,NED,190.7173,0.8988
rs0905,,,0.068538,7.16632366,1.45999175,0.87577999,0,2,Simbad,NED,191.1203,4.1724
rs0906,,,0.1219319,9.32338142,1.06508099,1.03250003,0,2,Simbad,NED,191.3181,2.4491
rs0907,,,0.11266175,8.06569672,1.80705135,1.75440001,0,2,Simbad,NED,191.4046,2.7219
rs0908,,,0.06322872,8.49796677,1.74541814,1.04139996,0,1,Simbad,NED,191.4904,1.2981
rs0909,,,0.05687203,7.75025082,1.65817459,1.66649997,0,2,Simbad,NED,191.5343,4.4436
rs0910,,,0.05483624,7.37168407,2.05696053,0.89723003,0,1,Simbad,NED,191.784,4.136
rs0911,,,0.07683561,7.10194492,0.80939606,0.14778,0,2,Simbad,NED,191.8483,0.6442
rs0912,,,0.57504946,9.32085037,1.06508099,1.02919996,0,2,Simbad,NED,191.8671,3.0386
rs0913,,,0.04874314,8.1316967,0.54579903,0.14668,0,1,Simbad,NED,191.8727,0.7264
rs0914,,,0.04453538,7.74546957,2.14875586,0.70662999,0,1,Simbad,NED,191.9014,1.6655
rs0915,,,0.05225075,8.25325012,2.00017078,1.84580004,0,1,Simbad,NED,191.9413,3.1475
rs0916,,,0.28352883,7.85547447,0.08363809,0.082512,0,2,Simbad,NED,192.1178,3.4405
rs0917,,,0.09065432,8.58224487,0.08363809,0.081648,0,1,Simbad,NED,192.1372,3.4846
rs0918,0,0,0.86860895,9.83653069,0.54579903,0.54206997,0,2,Simbad,NED,192.1707,0.8326
rs0919,,,0.21287546,7.66406822,2.00017078,0.72404999,0,2,Simbad,NED,192.2491,1.9881
rs0920,,,0.03424852,8.30073833,0.05379656,0.053129,0,2,Simbad,NED,192.3837,3.6321
rs0921,,,0.58004886,8.78296661,0.05379656,0.053566,0,2,Simbad,NED,192.3976,3.6043
rs0922,,,0.19534342,8.00333118,1.38398077,1.36249995,0,2,Simbad,NED,192.8775,1.195
rs0923,,,0.09189276,7.62466812,1.51215006,1.44809997,0,1,Simbad,NED,192.911,1.671
rs0924,,,0.02388582,7.14113379,1.82106748,1.59630001,0,1,Simbad,NED,193.0964,2.289
rs0926,,,0.0365701,8.6431284,1.51215006,0.71588999,0,1,Simbad,NED,193.3821,2.7017
rs0927,0,0,0.05601705,7.92728472,3.04756582,2.01410007,0,2,Simbad,NED,193.5222,0.1753
rs0930,,,0.1271525,7.93447351,2.07844013,0.73469001,0,1,Simbad,NED,193.8856,2.94
rs0931,,,0.11760908,7.3924942,1.82106748,1.61179996,0,2,Simbad,NED,193.9868,1.9855
rs0932,,,0.19538331,7.72746086,1.80165665,1.51760006,0,2,Simbad,NED,194.3435,2.3703
rs0933,,,0.25850192,7.47273731,0.48762121,0.37445,0,2,Simbad,NED,194.3904,3.9228
rs0934,,,0.08867501,8.2417469,1.46048907,0.49039,0,2,Simbad,NED,194.4033,3.4453
rs0935,,,0.2395978,7.74817705,0.48762121,0.37436,0,2,Simbad,NED,194.4709,3.7228
rs0936,,,0.08542518,8.86703587,0.9851158,0.49017999,0,2,Simbad,NED,194.6645,4.3936
rs0937,,,0.04447498,7.44703054,2.20020221,1.55340004,0,2,Simbad,NED,194.742,1.8243
rs0938,,,0.04175542,7.31015396,0.52580471,0.29074001,0,2,Simbad,NED,194.8226,1.4994
rs0939,,,0.0221719,7.7678628,0.52580471,0.28929999,0,1,Simbad,NED,194.8235,1.3111
rs0940,,,0.02032407,9.71329021,0.08577896,0.086256,0,2,Simbad,NED,194.9084,4.9756
rs1345,,,0.03258955,9.21057796,0.05857622,0.059276,0,2,Simbad,NED,194.952,4.9995
rs1346,,,0.19865353,7.79089642,0.05857622,0.05869,0,2,Simbad,NED,194.9559,4.9668
rs0941,,,0.11343778,7.8003993,0.9851158,0.70068002,0,2,Simbad,NED,194.9859,4.1549
rs0942,0,0,0.08499855,9.08962822,3.04756582,1.14970005,0,2,Simbad,NED,195.0196,0.453
rs0943,,,0.10379168,7.92415237,1.4099774,0.38166001,0,2,Simbad,NED,195.0683,1.5576
rs0944,,,0.05051443,8.46544075,1.6034323,1.31229997,0,1,Simbad,NED,195.2139,2.9247
rs0945,,,0.29984635,8.26865673,0.73903793,0.62074,0,2,Simbad,NED,195.2498,2.8326
rs0946,,,0.09343326,7.68236256,1.47497835,0.84008002,0,2,Simbad,NED,195.3542,4.4695
rs0947,,,0.22071683,7.84033489,0.62602934,0.50858003,0,2,Simbad,NED,195.4933,3.1008
rs0948,,,0.22716378,7.46472931,0.62602934,0.36265001,0,2,Simbad,NED,195.6006,3.3759
rs0949,,,0.0562089,8.44301987,1.98664295,1.07809997,0,1,Simbad,NED,195.7171,0.407
rs1347,,,0.26485467,9.97571468,2.9997228,0.37885001,0,2,Simbad,NED,195.7189,3.549
rs0950,,,0.20714264,8.66886902,1.10212439,0.72051001,0,2,Simbad,NED,196.1172,4.5318
rs0951,,,0.04110476,9.89868832,1.6034323,1.28670001,0,2,Simbad,NED,196.1745,2.9638
rs0952,,,0.08432722,7.65398884,1.66892933,0.73298001,0,1,Simbad,NED,196.3064,4.8997
rs0953,,,0.36128941,10.02076721,1.83323099,1.68420005,0,2,Simbad,NED,196.4921,1.7926
rs0954,,,0.19952089,8.73025703,1.30771661,0.36816999,0,2,Simbad,NED,196.4944,3.9565
rs0955,,,0.09595544,7.31302357,1.10212439,0.37382001,0,2,Simbad,NED,196.584,4.1501
rs0956,,,0.00933691,7.42694998,0.80980653,0.72824001,0,1,Simbad,NED,196.64,1.5318
rs0957,,,0.1211539,8.03214359,2.51113463,2.26990008,0,2,Simbad,NED,196.6475,4.4615
rs0958,,,0.71189147,8.24236202,0.80980653,0.72474003,0,2,Simbad,NED,196.8287,2.0035
rs0959,,,0.1001135,7.68921852,3.79362246,0.95419002,0,2,Simbad,NED,196.8788,2.3269
rs0960,,,0.24908504,7.46549463,2.59012759,1.93210006,0,2,Simbad,NED,197.0491,4.7515
rs0961,,,0.04561541,7.62273502,0.10186512,0.1009,0,1,Simbad,NED,197.0569,4.3676
rs1348,,,0.33544403,8.29434776,0.01689883,0.019173,0,2,Simbad,NED,197.1141,4.3702
rs1349,,,0.53495103,9.16739845,0.01689883,-999.0,0,2,Simbad,NED,197.1234,4.368
rs1350,,,0.03600832,8.95500946,0.03003084,0.02975,0,2,Simbad,NED,197.1386,4.3752
rs0962,0,0,0.02914615,9.04592228,0.23115714,0.23252,0,2,Simbad,NED,197.2086,1.0023
rs0963,0,0,0.07149903,7.5509963,0.20168103,0.19284,0,1,Simbad,NED,197.2122,0.7947
rs1351,,,0.25516486,8.70208263,0.64781345,0.51054001,0,2,Simbad,NED,197.2283,4.0991
rs0964,,,0.008428,8.23766041,0.07708241,0.076308,0,1,Simbad,NED,197.3321,0.8837
rs0965,3,2,0.1743892,9.3402319,0.07708241,0.075273,0,2,Simbad,NED,197.3827,0.8572
rs0966,,,2.48639107,8.84101105,1.58646786,0.06957,0,2,Simbad,NED,197.3878,1.6733
rs0967,,,0.19187176,8.61645126,1.78526273,0.073185,0,2,Simbad,NED,197.3932,1.6233
rs1352,,,0.10732344,9.92238235,1.12882502,1.12100005,0,2,Simbad,NED,197.395,4.9506
rs0968,,,0.08845311,7.80931234,1.83323099,1.69690001,0,1,Simbad,NED,197.4217,2.2849
rs0969,0,0,0.10995007,7.75119591,0.22259063,0.22835,0,2,Simbad,NED,197.5195,0.9491
rs0970,,,0.51275402,8.10310936,0.81744675,0.52023,0,2,Simbad,NED,197.5806,2.0258
rs0971,,,0.01958722,7.2075491,1.58866936,0.34397,0,1,Simbad,NED,197.7516,0.8752
rs0972,,,0.02066256,10.37715816,0.33316953,0.3195,0,2,Simbad,NED,197.871,3.6875
rs0973,,,0.09180018,7.58947945,0.81744675,0.59987003,0,1,Simbad,NED,197.8871,1.5257
rs0974,1,1,0.42266124,8.94162369,0.17439991,0.17313001,0,2,Simbad,NED,197.9061,0.666
rs0975,,,0.02744027,8.25673103,0.13852386,0.14230999,0,1,Simbad,NED,197.9561,2.1112
rs0976,,,0.12073667,7.44979286,0.22342492,0.22079,0,1,Simbad,NED,197.9917,1.9572
rs0977,1,2,0.13635314,7.5292778,0.17439991,0.1758,0,2,Simbad,NED,198.0081,0.5923
rs1353,,,0.10601547,9.69495583,1.21523671,1.19169998,0,2,Simbad,NED,198.0472,4.7782
rs0978,,,0.04707818,9.51511097,0.13852386,0.13975,0,2,Simbad,NED,198.0537,2.121
rs0979,,,0.06668755,7.72150612,0.33316953,0.31944999,0,2,Simbad,NED,198.0676,3.7834
rs0980,,,1.72678232,8.50035572,2.51113463,0.77424002,0,2,Simbad,NED,198.1765,4.7298
rs0981,,,0.15476069,8.2704649,0.87435381,0.61339998,0,1,Simbad,NED,198.377,3.362
rs0982,,,0.05085456,8.14671516,1.48449796,0.73075998,0,1,Simbad,NED,198.5881,4.4562
rs0983,,,0.29138979,8.26203918,0.72145901,0.60600001,0,2,Simbad,NED,198.6356,2.5646
rs1354,,,0.0774019,8.12414837,1.55447522,0.79180002,0,1,Simbad,NED,198.6373,0.592
rs0984,,,0.39344111,8.22954655,0.0534642,0.052826,0,2,Simbad,NED,198.642,3.0413
rs0985,,,0.28558841,7.5931325,0.0534642,0.055624,0,2,Simbad,NED,198.6676,3.0197
rs0986,,,0.05121261,7.59967661,0.08113752,0.12545,0,1,Simbad,NED,198.6891,2.9737
rs0987,,,0.04410744,7.42974472,2.24521297,1.20039999,0,2,Simbad,NED,198.748,0.9627
rs0988,,,0.04603806,10.12121296,0.05165815,0.051044,0,2,Simbad,NED,198.7592,3.0169
rs0989,,,0.23723927,7.89223528,0.05165815,0.051533,0,2,Simbad,NED,198.7747,3.0453
rs1355,,,0.27197975,8.23335266,0.91961337,0.2454,0,2,Simbad,NED,198.8571,0.9735
rs0990,,,0.00532119,8.07660866,0.14474299,0.14734,0,1,Simbad,NED,198.8607,3.0167
rs0991,,,0.19552194,8.69223022,0.84758442,0.70169002,0,2,Simbad,NED,198.8862,3.5007
rs0992,,,0.15427446,10.36156654,0.06277994,0.062586,0,2,Simbad,NED,198.9238,2.8789
rs0993,,,0.01087227,8.19912434,0.06277994,0.062256,0,1,Simbad,NED,198.949,2.9138
rs0994,,,0.0322888,6.77642632,2.11694496,0.23736,0,1,Simbad,NED,198.9863,1.0188
rs0995,,,0.12094312,9.64149189,0.08598862,0.086303,0,2,Simbad,NED,198.9942,2.9514
rs0996,,,0.04869211,7.78192139,0.02716125,0.027599,0,1,Simbad,NED,199.1311,3.0602
rs0997,,,0.39792538,8.29959488,0.02716125,0.027164,0,2,Simbad,NED,199.1489,3.0641
rs1356,,,0.01362463,9.91631413,0.21377452,0.21258999,0,2,Simbad,NED,199.2506,0.6395
rs0998,,,0.08128813,8.27408695,1.80660226,1.10080004,0,1,Simbad,NED,199.2921,2.0676
rs1357,,,0.36150289,8.29069328,0.21377452,0.21534,0,2,Simbad,NED,199.2948,0.5275
rs0999,,,0.02932462,7.79305029,0.57774818,0.52936,0,1,Simbad,NED,199.3912,4.8569
rs1000,,,0.0559148,9.44919586,0.13212958,0.19122,0,2,Simbad,NED,199.4058,4.4856
rs1001,,,0.09875561,8.45400143,2.30288577,0.91854,0,1,Simbad,NED,199.4266,3.6036
rs1002,,,0.05040983,8.02969265,0.07671784,0.075059,0,2,Simbad,NED,199.4637,4.3634
rs1358,,,0.01527571,9.71790791,0.42058575,0.25040001,0,2,Simbad,NED,199.4712,0.7185
rs1003,,,0.15420604,7.32137203,0.13212958,0.14572001,0,2,Simbad,NED,199.4851,4.5219
rs1004,,,0.06250109,8.89332008,0.85244601,0.31781,0,2,Simbad,NED,199.4895,3.8024
rs1005,,,1.53192842,9.04540348,0.07671784,0.076911,0,2,Simbad,NED,199.4944,4.4036
rs1006,,,0.02254107,7.91937637,0.7683585,0.62757999,0,1,Simbad,NED,199.4989,2.8139
rs1007,,,0.06063363,9.89936352,0.12010664,0.12055,0,2,Simbad,NED,199.5677,4.4643
rs1008,,,0.02564833,8.32549953,0.62401079,0.24629,0,1,Simbad,NED,199.5973,0.6554
rs1009,,,0.09438184,7.08422375,1.62612125,0.3238,0,2,Simbad,NED,199.605,3.9768
rs1010,,,0.68415296,9.11444855,0.09274806,0.091199,0,2,Simbad,NED,199.6439,4.4864
rs1011,,,0.01154631,8.10285568,0.09274806,0.0945,0,1,Simbad,NED,199.6717,4.4319
rs1012,,,0.03110983,9.49517632,0.8688177,0.49175999,0,2,Simbad,NED,199.6894,1.3863
rs1013,,,0.04819332,7.46326494,0.75506392,0.31542999,0,2,Simbad,NED,199.7534,0.763
rs1014,,,0.3737703,7.35489368,1.59882425,0.32690001,0,2,Simbad,NED,199.8179,3.9259
rs1015,,,0.08989371,8.12962151,0.8688177,0.56797999,0,2,Simbad,NED,199.8671,1.8293
rs1016,,,0.54471874,9.61389732,0.18335829,0.18329,0,2,Simbad,NED,199.9035,3.0325
rs1017,,,0.0594395,8.08989716,2.06503671,0.84979999,0,1,Simbad,NED,199.9199,3.4094
rs1018,,,0.08343536,7.44942665,0.62401079,0.30882001,0,2,Simbad,NED,199.9287,0.743
rs1019,,,0.03453096,7.75718069,2.28714143,0.45822001,0,1,Simbad,NED,199.9385,1.5142
rs1020,,,0.03164088,7.47774696,0.18335829,0.18387,0,2,Simbad,NED,200.0234,3.0718
rs1021,,,0.2269085,8.55936623,0.08565857,0.08623,0,1,Simbad,NED,200.1237,4.4391
rs1022,,,0.20763813,7.50192738,0.08565857,0.08476,0,2,Simbad,NED,200.1763,4.424
rs1023,,,0.62880623,9.32848644,1.40260036,1.097,0,2,Simbad,NED,200.2338,1.5038
rs1024,,,0.09911016,7.66619444,1.71886223,0.66573,0,1,Simbad,NED,200.3045,1.6391
rs1025,0,0,0.37669125,9.47144222,1.49571156,0.32369,0,2,Simbad,NED,200.3462,0.3425
rs1026,,,0.03310054,8.0916729,0.52328257,0.42414001,0,1,Simbad,NED,200.3765,2.2277
rs1027,,,0.01116655,7.43462944,4.85715309,4.71120024,0,1,Simbad,NED,200.3795,0.9661
rs1028,,,0.15931469,8.40310097,1.47073722,0.35108,0,1,Simbad,NED,200.4002,0.573
rs1029,,,0.3159436,7.88309956,0.52328257,0.42767999,0,2,Simbad,NED,200.5814,2.4209
rs1030,,,0.13107157,8.20612144,0.98776362,0.89674997,0,1,Simbad,NED,200.7018,3.1176
rs1031,,,0.11958256,7.62951756,1.34813697,0.27776,0,2,Simbad,NED,200.7202,4.4979
rs1032,,,0.04532894,7.60456848,2.18071161,0.62943,0,1,Simbad,NED,200.8342,3.7202
rs1033,,,0.08770113,8.43828583,1.34813697,0.099401,0,2,Simbad,NED,200.8886,4.4612
rs1034,,,0.20015676,7.36957884,0.90920134,0.10507,0,2,Simbad,NED,200.9178,4.5149
rs1035,,,0.12324908,7.93596029,1.20926035,0.72158003,0,2,Simbad,NED,200.9641,2.144
rs1036,,,0.06725817,9.55435562,0.87080402,0.61369002,0,2,Simbad,NED,201.1176,4.775
rs1037,,,0.05226762,8.28110123,1.76500698,1.00709999,0,1,Simbad,NED,201.1195,0.9894
rs1038,,,0.5259726,8.06927299,1.31786594,1.01789999,0,2,Simbad,NED,201.1485,1.5769
rs1039,,,0.28406355,7.31312132,0.90920134,0.75287002,0,2,Simbad,NED,201.1542,4.8797
rs1040,,,0.11671095,7.48630476,0.05852298,0.057993,0,2,Simbad,NED,201.1997,3.5314
rs1041,,,0.08816223,7.51159,0.05852298,0.059199,0,1,Simbad,NED,201.231,3.5485
rs1042,0,0,0.04196454,7.4188633,0.89476788,0.89508998,0,1,Simbad,NED,201.2793,0.5174
rs1043,,,0.23078392,6.88678122,1.10143363,0.63981998,0,2,Simbad,NED,201.3027,2.4184
rs1044,,,0.12655082,7.98371887,2.45364542,1.56739998,0,1,Simbad,NED,201.3102,0.0599
rs1045,,,0.17564863,8.00379658,0.87080402,0.27836001,0,2,Simbad,NED,201.4234,4.4639
rs1046,,,0.2495334,9.73335838,0.06834004,0.068793,0,2,Simbad,NED,201.6001,4.4656
rs1047,,,0.53117251,7.33614349,0.14914562,0.14744,0,2,Simbad,NED,201.6402,2.1751
rs1048,,,0.42200461,8.45553207,0.06834004,0.068953,0,2,Simbad,NED,201.6403,4.4524
rs1049,,,0.67203104,8.20287132,1.20926035,0.12623,0,2,Simbad,NED,201.6614,2.3139
rs1050,,,0.29621485,7.59473658,0.14914562,0.13335,0,2,Simbad,NED,201.692,2.2437
rs1051,,,0.02873365,8.13972092,0.33178286,0.30908,0,1,Simbad,NED,201.7515,2.0359
rs1052,,,0.09282406,8.25400352,1.10143363,0.47593001,0,2,Simbad,NED,201.761,2.8478
rs1053,,,0.12236296,8.46739388,1.01460008,0.51634997,0,1,Simbad,NED,201.8157,4.2087
rs1054,,,0.10300539,7.46813202,0.89476788,0.75779003,0,2,Simbad,NED,201.9181,0.688
rs1055,,,0.11831288,8.23495197,3.01713831,1.74899995,0,2,Simbad,NED,201.9521,3.0906
rs1056,,,0.04493647,7.53047132,1.53091809,0.11648,0,1,Simbad,NED,201.9982,2.9944
rs1057,,,0.76236451,8.11703682,1.93629507,0.10865,0,2,Simbad,NED,202.0672,2.9828
rs1058,,,0.10489837,7.70674658,1.46313588,1.16840005,0,2,Simbad,NED,202.2624,4.8441
rs1059,,,0.52917123,7.97632599,1.00539498,0.55756998,0,2,Simbad,NED,202.3072,0.7279
rs1060,,,0.29690254,6.53608084,0.51076032,0.49588001,0,2,Simbad,NED,202.3342,4.1998
rs1061,,,0.13979733,7.29722261,0.51076032,0.49656001,0,2,Simbad,NED,202.4001,4.4782
rs1062,,,0.1767952,9.51276493,1.07464285,0.25426,0,2,Simbad,NED,202.4373,1.183
rs1063,,,0.01633392,7.86872578,1.88867128,0.73949999,0,1,Simbad,NED,202.4483,0.5105
rs1064,,,0.03596825,7.79666185,0.81583589,0.25819999,0,1,Simbad,NED,202.4574,1.0239
rs1065,,,0.13648345,8.04621983,1.16948484,0.91755003,0,1,Simbad,NED,202.4614,2.4059
rs1066,0,0,0.1346828,9.89660549,0.02456012,0.023886,0,2,Simbad,NED,202.4995,0.3052
rs1067,0,0,0.00889625,8.9163208,0.02456012,0.024425,0,2,Simbad,NED,202.509,0.3172
rs1068,3,1,0.08066931,6.94453526,0.0279508,0.027532,0,2,Simbad,NED,202.5162,0.3
rs1069,,,0.02728459,8.21972466,1.00539498,0.19551,0,1,Simbad,NED,202.629,0.2711
rs1070,,,0.06249629,8.78682518,0.81583589,0.44514,0,2,Simbad,NED,202.7241,0.938
rs1071,,,0.0792722,8.39742851,4.2132725,0.80470002,0,1,Simbad,NED,202.7866,0.6926
rs1072,,,0.10182694,8.16912842,1.16948484,0.92699999,0,2,Simbad,NED,202.8537,1.9811
rs1073,,,0.06542504,7.79144144,0.21435149,0.2124,0,1,Simbad,NED,202.9872,3.1178
rs1074,,,0.48852333,8.41237259,1.21702881,0.72244,0,2,Simbad,NED,203.0709,4.2803
rs1075,,,0.20412272,9.82483101,0.21435149,0.21479,0,2,Simbad,NED,203.1045,3.0611
rs1076,,,0.53433585,8.26625538,1.30721194,0.28873,0,2,Simbad,NED,203.13,4.8024
rs1077,0,0,0.05011734,7.92812586,1.23652247,0.88537002,0,2,Simbad,NED,203.1363,0.061
rs1078,,,0.04305714,7.89884996,1.29588091,0.49856001,0,1,Simbad,NED,203.1517,2.7678
rs1079,,,0.02429771,8.93268585,1.42540751,0.74614,0,2,Simbad,NED,203.186,0.7688
rs1080,,,0.31925353,8.0737133,0.07699468,0.077796,0,2,Simbad,NED,203.2336,4.9471
rs1081,,,0.03625666,8.86594105,1.29588091,0.51102,0,2,Simbad,NED,203.2424,3.5325
rs1082,,,0.24375685,9.58853531,0.07699468,0.077384,0,2,Simbad,NED,203.2675,4.9818
rs1083,,,0.02792904,8.96713448,1.49832559,0.57024002,0,2,Simbad,NED,203.2742,3.8835
rs1084,,,0.59417838,7.85694456,1.02360909,0.61657,0,2,Simbad,NED,203.3876,1.3066
rs1085,,,0.37907112,8.32577991,1.54404633,0.51845002,0,2,Simbad,NED,203.4459,2.0455
