#name,ra,dec,z_lens,z_source,zl_phot,zs_phot,Rein,lens_mag_i,source_mag_i,type,discovery,grade,Reference
023632-053419,39.136100,-5.572030,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
230050+020209,345.210120,2.035980,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
023225-044938,38.106520,-4.827440,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
224050+040805,340.211060,4.134990,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
224038+040755,340.161200,4.131960,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
151759+440320,229.496310,44.055790,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
150955+441853,227.483030,44.314980,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
143324+004054,218.351200,0.681870,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
023058-062503,37.741990,-6.417750,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
092425+004312,141.105330,0.720170,-99.000,-99.000,0.64,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,"HOLISMOKES6+13 SuGOHI10"
090715+000027,136.812860,0.007600,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
124842-010810,192.175830,-1.136280,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
090836-010912,137.152970,-1.153580,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
020319-022114,30.833030,-2.353950,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
085759+014121,134.497253,1.689422,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,E,C,SuGOHI1
020142-041520,30.425720,-4.255580,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
142718+005726,216.826890,0.957310,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ2252+0503,343.081091,5.060347,-99.000,-99.000,0.64,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
141532+000838,213.885370,0.144070,0.637,-99.000,0.64,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
221028+030924,332.618250,3.156840,0.635,-99.000,0.64,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
084106+014344,130.276276,1.729114,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,E,C,SuGOHI1
120357+020547,180.987970,2.096620,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
222223+033232,335.599070,3.542430,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ1004+0156,151.091986,1.946889,-99.000,-99.000,0.93,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
221240+032512,333.167690,3.420090,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
233030+002820,352.626950,0.472450,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
095223+003409,148.098270,0.569180,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ1546+4356,236.645358,43.938820,-99.000,-99.000,0.64,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
HSCJ1143-0117,175.774944,-1.291327,-99.000,-99.000,0.43,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
090942+005632,137.426640,0.942410,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
090536+005547,136.400860,0.929770,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ0922+0118,140.654896,1.306928,-99.000,-99.000,0.59,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
160248+433536,240.702667,43.593529,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,E,C,SuGOHI1
145142+432748,222.926210,43.463350,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
151128+421719,227.868940,42.288810,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
011507+012516,18.782020,1.421120,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
012116+004647,20.320310,0.779910,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
092132+040607,140.384530,4.102160,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
160330+422355,240.875100,42.398720,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
224331+050708,340.880670,5.118950,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
023238-025532,38.161280,-2.925790,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
090550+022342,136.461490,2.395160,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
150431+441644,226.129360,44.278930,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
230502+022355,346.258930,2.398880,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
084213+030402,130.555330,3.067290,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
123303+004136,188.265430,0.693570,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,"SuGOHI10 LinKS"
150506+421327,226.278550,42.224260,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
221358+021952,333.493050,2.331190,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
232153+004735,350.471840,0.793130,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
135010+004953,207.543720,0.831530,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
HSCJ1419+0034,214.817331,0.571373,-99.000,-99.000,0.42,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
224218+030811,340.578950,3.136450,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
163710+434218,249.293730,43.705190,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
023246-055956,38.192820,-5.998900,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
155314+424500,238.311320,42.750220,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
160353+425417,240.971240,42.904980,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
161553+441619,243.973860,44.272070,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
120522+012936,181.342240,1.493410,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
115711-021551,179.298970,-2.264440,-99.000,-99.000,0.59,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
152641+433209,231.674640,43.536020,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ0910+0141,137.702665,1.683234,0.531,-99.000,0.59,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
221657+051746,334.241060,5.296290,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
140740+425138,211.916900,42.860600,-99.000,-99.000,0.54,-99.00,-99.00,-99.00,-99.00,CG,V,C,SuGOHI5
145053+012020,222.721710,1.338948,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,E,C,SuGOHI1
140244+011743,210.687150,1.295420,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ0856+0331,134.210394,3.521891,-99.000,-99.000,0.42,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
092223-005137,140.597860,-0.860310,0.493,-99.000,0.49,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,"SuGOHI10 LinKS"
011841+011854,19.672650,1.315210,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
084409+010056,131.037720,1.015730,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,"SuGOHI10 LinKS"
122408+010111,186.033840,1.019920,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
220439+041145,331.163340,4.196040,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
155814+434207,239.560060,43.702050,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
020526-043252,31.358810,-4.548030,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
232057+003035,350.237800,0.509860,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
115635+003805,179.146070,0.634730,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
134418+010240,206.077110,1.044470,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
223316+004240,338.318600,0.711250,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ2224+0043,336.016235,0.727982,-99.000,-99.000,0.73,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
123735+004231,189.398940,0.708890,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
135912+004200,209.800110,0.700260,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
220140+010715,330.417572,1.120952,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,E,C,SuGOHI1
143221-021844,218.087530,-2.312390,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
021743-054938,34.432750,-5.827340,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
015945-050049,29.938740,-5.013850,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
120406+012104,181.028720,1.351320,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
091954+005045,139.977753,0.846067,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,E,C,SuGOHI1
145122+005851,222.842420,0.981110,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
143012-015521,217.554100,-1.922760,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
221001+002953,332.505410,0.498080,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
015758-025628,29.492000,-2.941360,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
134412-010909,206.054130,-1.152750,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
230650+013719,346.709920,1.622050,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
023038-050012,37.662285,-5.003569,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,E,C,SuGOHI1
141858+005456,214.744120,0.915600,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
142605+011505,216.524930,1.251630,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
114028-015919,175.116990,-1.988690,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
090603+005146,136.516030,0.862830,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
114022+004450,175.092340,0.747380,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
220346+004606,330.945580,0.768610,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
142423+005204,216.098470,0.867790,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
114510+004420,176.292282,0.739139,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,E,C,SuGOHI1
141740+004434,214.419100,0.743050,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
122356+010145,185.985320,1.029340,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
023830-045643,39.626630,-4.945480,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
122039+011201,185.164430,1.200340,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ1136-0000,174.031428,-0.012326,-99.000,-99.000,0.69,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
000811+011023,2.046500,1.173220,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ1534+4249,233.685922,42.832703,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
230412+003750,346.053430,0.630690,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
143600+002904,219.001150,0.484570,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
113826+004949,174.608630,0.830440,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
090459+005205,136.249810,0.868220,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
115250-013040,178.209060,-1.511240,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
015651-031428,29.215810,-3.241370,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
150043+431056,225.180800,43.182390,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
142647-000534,216.699550,-0.092980,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
221506+040439,333.777380,4.077560,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
093036-020204,142.653600,-2.034450,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
HSCJ2325+0035,351.403270,0.588317,-99.000,-99.000,0.50,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
161202+435201,243.008606,43.867001,-99.000,-99.000,0.50,-99.00,-99.00,-99.00,-99.00,GG,"E CNN",C,"SuGOHI1 SuGOHI10"
130925-001437,197.354400,-0.243700,-99.000,-99.000,0.44,-99.00,-99.00,-99.00,-99.00,CG,V,C,SuGOHI5
135534-004350,208.893330,-0.730810,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
122256-003842,185.735330,-0.645220,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
120657-010241,181.740330,-1.044760,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
160740+434309,241.919340,43.719390,-99.000,-99.000,0.44,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,"HOLISMOKES6+13 SuGOHI10"
153427+442557,233.614350,44.432660,0.446,-99.000,0.45,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
134854-002541,207.228220,-0.428100,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ2344+0012,356.124242,0.205147,-99.000,-99.000,0.50,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
021720+003313,34.335900,0.553600,-99.000,-99.000,0.36,-99.00,-99.00,-99.00,-99.00,CG,V,B,SuGOHI5
HSCJ012906+003854,22.277452,0.648507,-99.000,-99.000,0.36,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
221556-004732,333.987122,-0.792478,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,E,C,SuGOHI1
124714-003537,191.812030,-0.593720,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ1606+4331,241.670836,43.523073,-99.000,-99.000,0.52,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
HSCJ1434-0143,218.718549,-1.723666,-99.000,-99.000,0.50,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
141405-001935,213.522080,-0.326650,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
130037-015636,195.157500,-1.943500,-99.000,-99.000,0.45,-99.00,-99.00,-99.00,-99.00,CG,V,C,SuGOHI5
234655+010139,356.730440,1.027720,0.533,-99.000,0.53,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
161722+422721,244.345210,42.455950,0.526,-99.000,0.53,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ0901+0225,135.363595,2.426637,-99.000,-99.000,0.36,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
113256-021108,173.235670,-2.185690,-99.000,-99.000,0.53,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,"HOLISMOKES6+13 SuGOHI10"
003341+024216,8.421400,2.704600,-99.000,-99.000,0.53,-99.00,-99.00,-99.00,-99.00,CG,V,C,SuGOHI5
022329-032731,35.873120,-3.458750,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
085834+003255,134.644363,0.548876,-99.000,-99.000,0.51,-99.00,-99.00,-99.00,-99.00,GG,"E CNN",C,"SuGOHI1 SuGOHI10"
122042-011136,185.175320,-1.193600,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
021830-002545,34.627300,-0.429200,-99.000,-99.000,0.29,-99.00,-99.00,-99.00,-99.00,CG,V,C,SuGOHI5
142107-001951,215.283190,-0.331010,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
HSCJ1612+4328,243.148901,43.473461,-99.000,-99.000,0.80,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
112810+010155,172.043900,1.032000,-99.000,-99.000,0.30,-99.00,-99.00,-99.00,-99.00,CG,V,C,SuGOHI5
230946-003912,347.443160,-0.653610,0.290,-99.000,0.29,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ1443-0023,220.994517,-0.395545,-99.000,-99.000,0.81,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
HSCJ1353-0141,208.473195,-1.698835,0.537,-99.000,0.78,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
HSCJ1135-0023,173.884655,-0.393629,-99.000,-99.000,0.53,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
001309+004003,3.290150,0.667590,0.693,2.070,0.45,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,"HOLISMOKES6+13 SuGOHI10 DES"
113838-005412,174.660950,-0.903550,-99.000,-99.000,0.81,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,"HOLISMOKES13 SuGOHI10"
161835+544923,244.647000,54.823000,-99.000,-99.000,0.81,-99.00,-99.00,-99.00,-99.00,GG,V,B,SuGOHI5
HSCJ2334-0021,353.601461,-0.365916,-99.000,-99.000,0.54,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
HSCJ2325+0220,351.356476,2.344096,-99.000,-99.000,0.54,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
HSCJ0906+0358,136.669903,3.974360,-99.000,-99.000,0.44,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
143202-001330,218.009650,-0.225200,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ0929+0003,142.427641,0.059680,-99.000,-99.000,0.01,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
235109-002838,357.790880,-0.477480,0.440,-99.000,0.44,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
100254+021430,150.725300,2.241700,-99.000,-99.000,0.47,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,SuGOHI10
153133+434842,232.890300,43.811890,-99.000,-99.000,0.53,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
134029+441003,205.124000,44.167700,-99.000,-99.000,0.44,-99.00,-99.00,-99.00,-99.00,CG,V,B,SuGOHI5
135143-001818,207.932300,-0.305270,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
021328-031428,33.368910,-3.241270,0.442,-99.000,0.44,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ0219-1019,34.949137,-1.327096,-99.000,-99.000,0.01,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
015948-034037,29.950430,-3.677120,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
232320+063001,350.836400,6.500300,-99.000,-99.000,0.11,-99.00,-99.00,-99.00,-99.00,CG,V,C,SuGOHI5
HSCJ1004-0031,151.215772,-0.529151,-99.000,-99.000,1.04,-99.00,-99.00,-99.00,-99.00,GG,CNN,A,HOLISMOKES6+13
HSCJ0850-0054,132.633405,-0.907681,-99.000,-99.000,0.01,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
HSCJ2236+0340,339.107061,3.667231,-99.000,-99.000,0.01,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
HSCJ2340+0130,355.075952,1.509311,-99.000,-99.000,0.53,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
HSCJ0857-0211,134.297736,-2.184559,-99.000,-99.000,0.01,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
HSCJ0156-0341,29.012108,-3.683890,-99.000,-99.000,0.01,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
HSCJ0952+0217,148.085766,2.284974,-99.000,-99.000,0.01,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
161002+541639,242.511100,54.277700,-99.000,-99.000,0.96,-99.00,-99.00,-99.00,-99.00,CG,V,C,SuGOHI5
HSCJ0852-0030,133.211204,-0.510870,-99.000,-99.000,0.01,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
103907-021630,159.780700,-2.275000,-99.000,-99.000,0.16,-99.00,-99.00,-99.00,-99.00,CG,V,B,"SuGOHI5 LinKS"
015424-003939,28.603200,-0.661000,-99.000,-99.000,0.18,-99.00,-99.00,-99.00,-99.00,GG,V,B,SuGOHI5
161552+562528,243.970800,56.424400,-99.000,-99.000,0.11,-99.00,-99.00,-99.00,-99.00,CG,V,C,SuGOHI5
013247+011545,23.196500,1.262700,-99.000,-99.000,0.12,-99.00,-99.00,-99.00,-99.00,CG,V,C,SuGOHI5
HSCJ1403+0000,210.971980,0.015208,-99.000,-99.000,0.77,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
HSCJ1422-0004,215.668393,-0.073549,-99.000,-99.000,0.77,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
HSCJ1444-0126,221.183499,-1.436294,-99.000,-99.000,0.37,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
020043+015828,30.179700,1.974400,-99.000,-99.000,0.37,-99.00,-99.00,-99.00,-99.00,CG,V,C,SuGOHI5
092656-020226,141.733680,-2.040690,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
021634-043139,34.144240,-4.527680,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
023953-013456,39.971300,-1.582200,-99.000,-99.000,0.37,-99.00,-99.00,-99.00,-99.00,CG,V,A,"DES SuGOHI5"
090840-004117,137.169740,-0.688130,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
021333-010536,33.388800,-1.093340,-99.000,-99.000,0.97,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
HSCJ1358-0122,209.651847,-1.375786,-99.000,-99.000,1.04,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES6+13
092959-001919,142.499750,-0.322010,-99.000,-99.000,-99.00,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
161246+554955,243.195100,55.831900,-99.000,-99.000,0.37,-99.00,-99.00,-99.00,-99.00,CG,V,C,SuGOHI5
020517-012320,31.320860,-1.389010,-99.000,-99.000,0.78,-99.00,-99.00,-99.00,-99.00,GG,CNN,A,"HOLISMOKES6+13 SuGOHI10 DES"
HSCJ1611+4333,242.951213,43.560316,-99.000,-99.000,0.78,-99.00,-99.00,-99.00,-99.00,GG,CNN,B,HOLISMOKES13
020623+021819,31.598000,2.305300,-99.000,-99.000,0.36,-99.00,-99.00,-99.00,-99.00,CG,V,C,SuGOHI5
012606+023500,21.528600,2.583300,-99.000,-99.000,0.36,-99.00,-99.00,-99.00,-99.00,CG,V,C,SuGOHI5
223524+054738,338.852980,5.793920,0.359,-99.000,0.36,-99.00,-99.00,-99.00,-99.00,GG,CNN,C,SuGOHI10
